Crop,Irrigation,N,P,K,pH,Notes
Bajra,Furrow Irrigation,72.1,26.4,27.3,6.18,Fertilizer plan for Bajra; adjust based on soil test and crop stage.
Bajra,Subsurface Textile Irrigation,76.8,32.5,40.3,6.64,Fertilizer plan for Bajra; adjust based on soil test and crop stage.
Bajra,Subsurface Textile Irrigation,64.2,32.8,55.3,6.15,Fertilizer plan for Bajra; adjust based on soil test and crop stage.
Bajra,Lateral Move Irrigation,69.9,34.9,54.9,6.27,Fertilizer plan for Bajra; adjust based on soil test and crop stage.
Bajra,Lateral Move Irrigation,42.0,24.2,25.3,7.24,Fertilizer plan for Bajra; adjust based on soil test and crop stage.
Bajra,Sprinkler Irrigation,85.8,34.1,23.5,6.16,Fertilizer plan for Bajra; adjust based on soil test and crop stage.
Bajra,Rotary Irrigation,60.7,36.2,36.6,6.99,Fertilizer plan for Bajra; adjust based on soil test and crop stage.
Bajra,Micro Irrigation,44.2,31.5,43.6,6.27,Fertilizer plan for Bajra; adjust based on soil test and crop stage.
Bajra,Drip Irrigation,44.4,28.9,39.7,6.05,Fertilizer plan for Bajra; adjust based on soil test and crop stage.
Bajra,Furrow Irrigation,54.4,20.5,20.0,6.07,Fertilizer plan for Bajra; adjust based on soil test and crop stage.
Bajra,Sprinkler Irrigation,58.3,33.9,25.3,7.15,Fertilizer plan for Bajra; adjust based on soil test and crop stage.
Bajra,Subsurface Textile Irrigation,71.8,31.9,54.1,7.12,Fertilizer plan for Bajra; adjust based on soil test and crop stage.
Bajra,Micro Irrigation,47.6,22.9,26.5,7.04,Fertilizer plan for Bajra; adjust based on soil test and crop stage.
Bajra,Lateral Move Irrigation,87.1,21.4,27.0,6.34,Fertilizer plan for Bajra; adjust based on soil test and crop stage.
Bajra,Drip Irrigation,80.2,22.7,46.5,6.26,Fertilizer plan for Bajra; adjust based on soil test and crop stage.
Bajra,Subsurface Textile Irrigation,67.1,38.7,42.6,7.12,Fertilizer plan for Bajra; adjust based on soil test and crop stage.
Bajra,Surface Irrigation,50.4,34.5,28.1,7.18,Fertilizer plan for Bajra; adjust based on soil test and crop stage.
Bajra,Furrow Irrigation,57.0,34.0,59.5,7.37,Fertilizer plan for Bajra; adjust based on soil test and crop stage.
Bajra,Subsurface Textile Irrigation,73.5,22.2,34.9,7.45,Fertilizer plan for Bajra; adjust based on soil test and crop stage.
Bajra,Subsurface Textile Irrigation,42.4,37.4,32.1,6.53,Fertilizer plan for Bajra; adjust based on soil test and crop stage.
Bajra,Lateral Move Irrigation,59.6,34.7,23.9,6.16,Fertilizer plan for Bajra; adjust based on soil test and crop stage.
Bajra,Center-pivot Irrigation,75.4,37.0,22.6,6.47,Fertilizer plan for Bajra; adjust based on soil test and crop stage.
Bajra,Furrow Irrigation,40.4,38.5,37.9,6.17,Fertilizer plan for Bajra; adjust based on soil test and crop stage.
Bajra,Center-pivot Irrigation,44.1,24.9,49.4,7.03,Fertilizer plan for Bajra; adjust based on soil test and crop stage.
Bajra,Center-pivot Irrigation,45.2,33.6,55.6,7.32,Fertilizer plan for Bajra; adjust based on soil test and crop stage.
Bajra,Lateral Move Irrigation,51.5,26.5,40.2,7.03,Fertilizer plan for Bajra; adjust based on soil test and crop stage.
Bajra,Drip Irrigation,56.6,35.7,51.6,6.52,Fertilizer plan for Bajra; adjust based on soil test and crop stage.
Bajra,Furrow Irrigation,48.5,27.9,48.0,6.43,Fertilizer plan for Bajra; adjust based on soil test and crop stage.
Bajra,Drip Irrigation,42.7,34.6,43.6,6.48,Fertilizer plan for Bajra; adjust based on soil test and crop stage.
Bajra,Flood Irrigation,77.7,36.8,37.7,7.04,Fertilizer plan for Bajra; adjust based on soil test and crop stage.
Bajra,Center-pivot Irrigation,69.3,26.9,37.1,6.85,Fertilizer plan for Bajra; adjust based on soil test and crop stage.
Bajra,Flood Irrigation,82.7,24.2,44.8,6.6,Fertilizer plan for Bajra; adjust based on soil test and crop stage.
Bajra,Drip Irrigation,52.6,21.0,53.2,6.96,Fertilizer plan for Bajra; adjust based on soil test and crop stage.
Bajra,Flood Irrigation,51.0,29.0,36.1,7.38,Fertilizer plan for Bajra; adjust based on soil test and crop stage.
Bajra,Flood Irrigation,79.0,22.9,49.7,6.43,Fertilizer plan for Bajra; adjust based on soil test and crop stage.
Bajra,Sprinkler Irrigation,47.1,22.6,51.3,6.94,Fertilizer plan for Bajra; adjust based on soil test and crop stage.
Bajra,Center-pivot Irrigation,85.2,20.5,26.5,6.09,Fertilizer plan for Bajra; adjust based on soil test and crop stage.
Bajra,Furrow Irrigation,49.3,27.5,55.3,6.7,Fertilizer plan for Bajra; adjust based on soil test and crop stage.
Bajra,Sprinkler Irrigation,80.1,20.8,21.6,6.45,Fertilizer plan for Bajra; adjust based on soil test and crop stage.
Bajra,Lateral Move Irrigation,65.6,39.6,56.5,6.69,Fertilizer plan for Bajra; adjust based on soil test and crop stage.
Bajra,Rotary Irrigation,79.6,30.9,48.3,6.08,Fertilizer plan for Bajra; adjust based on soil test and crop stage.
Bajra,Rotary Irrigation,45.4,20.9,23.4,6.94,Fertilizer plan for Bajra; adjust based on soil test and crop stage.
Bajra,Lateral Move Irrigation,85.3,29.2,38.1,7.4,Fertilizer plan for Bajra; adjust based on soil test and crop stage.
Bajra,Subsurface Textile Irrigation,72.1,39.8,20.3,6.34,Fertilizer plan for Bajra; adjust based on soil test and crop stage.
Bajra,Sprinkler Irrigation,40.9,37.0,57.7,6.88,Fertilizer plan for Bajra; adjust based on soil test and crop stage.
Bajra,Drip Irrigation,42.8,23.6,48.0,7.09,Fertilizer plan for Bajra; adjust based on soil test and crop stage.
Bajra,Rotary Irrigation,81.6,38.8,39.2,7.35,Fertilizer plan for Bajra; adjust based on soil test and crop stage.
Bajra,Flood Irrigation,64.1,24.2,20.4,7.2,Fertilizer plan for Bajra; adjust based on soil test and crop stage.
Bajra,Rotary Irrigation,89.1,23.0,52.3,6.38,Fertilizer plan for Bajra; adjust based on soil test and crop stage.
Bajra,Micro Irrigation,48.7,23.5,53.8,7.19,Fertilizer plan for Bajra; adjust based on soil test and crop stage.
Bajra,Furrow Irrigation,74.1,20.4,38.3,6.38,Fertilizer plan for Bajra; adjust based on soil test and crop stage.
Bajra,Flood Irrigation,83.6,39.8,34.9,6.07,Fertilizer plan for Bajra; adjust based on soil test and crop stage.
Bajra,Surface Irrigation,79.2,21.3,39.4,6.28,Fertilizer plan for Bajra; adjust based on soil test and crop stage.
Bajra,Center-pivot Irrigation,75.9,29.7,22.0,6.02,Fertilizer plan for Bajra; adjust based on soil test and crop stage.
Bajra,Subsurface Textile Irrigation,53.2,24.2,55.4,6.58,Fertilizer plan for Bajra; adjust based on soil test and crop stage.
Bajra,Micro Irrigation,68.0,24.6,44.8,6.84,Fertilizer plan for Bajra; adjust based on soil test and crop stage.
Bajra,Furrow Irrigation,79.7,30.0,55.3,6.63,Fertilizer plan for Bajra; adjust based on soil test and crop stage.
Bajra,Lateral Move Irrigation,44.8,20.7,32.3,6.99,Fertilizer plan for Bajra; adjust based on soil test and crop stage.
Bajra,Center-pivot Irrigation,78.2,23.5,23.1,6.53,Fertilizer plan for Bajra; adjust based on soil test and crop stage.
Bajra,Rotary Irrigation,42.7,38.9,41.4,6.83,Fertilizer plan for Bajra; adjust based on soil test and crop stage.
Bajra,Sprinkler Irrigation,49.0,23.8,43.7,7.38,Fertilizer plan for Bajra; adjust based on soil test and crop stage.
Bajra,Surface Irrigation,40.3,21.2,43.0,7.08,Fertilizer plan for Bajra; adjust based on soil test and crop stage.
Bajra,Lateral Move Irrigation,59.1,34.3,44.8,7.12,Fertilizer plan for Bajra; adjust based on soil test and crop stage.
Bajra,Subsurface Textile Irrigation,62.0,31.6,26.2,6.84,Fertilizer plan for Bajra; adjust based on soil test and crop stage.
Bajra,Furrow Irrigation,44.4,25.9,58.8,7.39,Fertilizer plan for Bajra; adjust based on soil test and crop stage.
Bajra,Surface Irrigation,77.9,26.0,33.5,6.19,Fertilizer plan for Bajra; adjust based on soil test and crop stage.
Bajra,Furrow Irrigation,42.2,25.6,24.4,7.4,Fertilizer plan for Bajra; adjust based on soil test and crop stage.
Bajra,Lateral Move Irrigation,85.0,22.9,26.0,6.59,Fertilizer plan for Bajra; adjust based on soil test and crop stage.
Bajra,Micro Irrigation,50.8,22.5,57.1,7.01,Fertilizer plan for Bajra; adjust based on soil test and crop stage.
Bajra,Sprinkler Irrigation,77.0,37.3,53.2,6.71,Fertilizer plan for Bajra; adjust based on soil test and crop stage.
Barley,Furrow Irrigation,31.4,34.6,20.3,7.25,Fertilizer plan for Barley; adjust based on soil test and crop stage.
Barley,Drip Irrigation,46.8,21.8,56.7,6.69,Fertilizer plan for Barley; adjust based on soil test and crop stage.
Barley,Flood Irrigation,56.9,31.0,39.3,6.72,Fertilizer plan for Barley; adjust based on soil test and crop stage.
Barley,Surface Irrigation,46.5,38.3,56.1,7.0,Fertilizer plan for Barley; adjust based on soil test and crop stage.
Barley,Center-pivot Irrigation,55.6,30.5,30.7,6.66,Fertilizer plan for Barley; adjust based on soil test and crop stage.
Barley,Micro Irrigation,37.9,24.1,50.2,6.93,Fertilizer plan for Barley; adjust based on soil test and crop stage.
Barley,Rotary Irrigation,32.0,31.9,24.8,6.68,Fertilizer plan for Barley; adjust based on soil test and crop stage.
Barley,Micro Irrigation,64.8,40.8,47.8,7.24,Fertilizer plan for Barley; adjust based on soil test and crop stage.
Barley,Micro Irrigation,39.6,34.4,36.1,6.37,Fertilizer plan for Barley; adjust based on soil test and crop stage.
Barley,Subsurface Textile Irrigation,54.3,41.4,36.2,6.07,Fertilizer plan for Barley; adjust based on soil test and crop stage.
Barley,Surface Irrigation,57.2,42.7,33.7,6.05,Fertilizer plan for Barley; adjust based on soil test and crop stage.
Barley,Lateral Move Irrigation,30.6,26.4,27.6,6.71,Fertilizer plan for Barley; adjust based on soil test and crop stage.
Barley,Flood Irrigation,43.0,28.9,34.0,6.3,Fertilizer plan for Barley; adjust based on soil test and crop stage.
Barley,Drip Irrigation,59.4,26.0,38.8,7.1,Fertilizer plan for Barley; adjust based on soil test and crop stage.
Barley,Lateral Move Irrigation,36.7,38.9,50.1,7.23,Fertilizer plan for Barley; adjust based on soil test and crop stage.
Barley,Surface Irrigation,54.1,23.4,44.7,6.81,Fertilizer plan for Barley; adjust based on soil test and crop stage.
Barley,Lateral Move Irrigation,45.6,37.3,37.1,6.41,Fertilizer plan for Barley; adjust based on soil test and crop stage.
Barley,Rotary Irrigation,37.3,28.6,32.0,6.29,Fertilizer plan for Barley; adjust based on soil test and crop stage.
Barley,Sprinkler Irrigation,49.4,23.9,54.0,6.68,Fertilizer plan for Barley; adjust based on soil test and crop stage.
Barley,Micro Irrigation,55.2,28.1,34.7,6.85,Fertilizer plan for Barley; adjust based on soil test and crop stage.
Barley,Center-pivot Irrigation,63.8,30.0,53.6,6.58,Fertilizer plan for Barley; adjust based on soil test and crop stage.
Barley,Sprinkler Irrigation,56.3,42.0,50.0,6.6,Fertilizer plan for Barley; adjust based on soil test and crop stage.
Barley,Drip Irrigation,39.8,31.0,42.9,7.08,Fertilizer plan for Barley; adjust based on soil test and crop stage.
Barley,Drip Irrigation,35.5,30.9,52.6,6.2,Fertilizer plan for Barley; adjust based on soil test and crop stage.
Barley,Subsurface Textile Irrigation,58.6,31.4,55.5,6.06,Fertilizer plan for Barley; adjust based on soil test and crop stage.
Barley,Micro Irrigation,50.1,29.0,35.3,6.96,Fertilizer plan for Barley; adjust based on soil test and crop stage.
Barley,Lateral Move Irrigation,34.8,40.2,56.0,7.45,Fertilizer plan for Barley; adjust based on soil test and crop stage.
Barley,Drip Irrigation,34.8,38.3,50.9,7.3,Fertilizer plan for Barley; adjust based on soil test and crop stage.
Barley,Surface Irrigation,37.3,27.7,28.4,7.31,Fertilizer plan for Barley; adjust based on soil test and crop stage.
Barley,Furrow Irrigation,48.4,34.6,32.2,6.47,Fertilizer plan for Barley; adjust based on soil test and crop stage.
Barley,Micro Irrigation,68.6,31.4,46.4,6.09,Fertilizer plan for Barley; adjust based on soil test and crop stage.
Barley,Flood Irrigation,68.2,25.1,26.5,7.38,Fertilizer plan for Barley; adjust based on soil test and crop stage.
Barley,Micro Irrigation,32.1,31.4,42.1,6.64,Fertilizer plan for Barley; adjust based on soil test and crop stage.
Barley,Flood Irrigation,44.2,30.1,49.2,7.36,Fertilizer plan for Barley; adjust based on soil test and crop stage.
Barley,Center-pivot Irrigation,41.9,36.4,30.5,6.45,Fertilizer plan for Barley; adjust based on soil test and crop stage.
Barley,Flood Irrigation,32.0,42.8,40.6,7.07,Fertilizer plan for Barley; adjust based on soil test and crop stage.
Barley,Center-pivot Irrigation,42.7,28.8,45.3,6.41,Fertilizer plan for Barley; adjust based on soil test and crop stage.
Barley,Rotary Irrigation,67.3,28.4,54.4,7.47,Fertilizer plan for Barley; adjust based on soil test and crop stage.
Barley,Micro Irrigation,37.2,25.5,24.9,7.14,Fertilizer plan for Barley; adjust based on soil test and crop stage.
Barley,Drip Irrigation,57.6,21.6,32.1,6.9,Fertilizer plan for Barley; adjust based on soil test and crop stage.
Barley,Lateral Move Irrigation,60.1,34.0,36.2,6.69,Fertilizer plan for Barley; adjust based on soil test and crop stage.
Barley,Sprinkler Irrigation,64.8,37.2,50.0,6.43,Fertilizer plan for Barley; adjust based on soil test and crop stage.
Barley,Drip Irrigation,38.5,27.0,49.0,7.37,Fertilizer plan for Barley; adjust based on soil test and crop stage.
Barley,Sprinkler Irrigation,41.1,38.2,46.4,6.16,Fertilizer plan for Barley; adjust based on soil test and crop stage.
Barley,Drip Irrigation,36.4,26.9,40.5,6.93,Fertilizer plan for Barley; adjust based on soil test and crop stage.
Barley,Micro Irrigation,60.9,41.5,26.5,6.91,Fertilizer plan for Barley; adjust based on soil test and crop stage.
Barley,Sprinkler Irrigation,45.7,31.0,58.2,6.69,Fertilizer plan for Barley; adjust based on soil test and crop stage.
Barley,Flood Irrigation,62.1,37.6,36.8,6.01,Fertilizer plan for Barley; adjust based on soil test and crop stage.
Barley,Lateral Move Irrigation,60.2,23.9,48.3,6.89,Fertilizer plan for Barley; adjust based on soil test and crop stage.
Barley,Rotary Irrigation,31.1,28.2,20.5,6.28,Fertilizer plan for Barley; adjust based on soil test and crop stage.
Barley,Furrow Irrigation,34.2,30.7,56.3,6.88,Fertilizer plan for Barley; adjust based on soil test and crop stage.
Barley,Drip Irrigation,44.1,21.6,43.3,6.14,Fertilizer plan for Barley; adjust based on soil test and crop stage.
Barley,Flood Irrigation,41.2,43.5,58.5,6.44,Fertilizer plan for Barley; adjust based on soil test and crop stage.
Barley,Flood Irrigation,59.5,31.8,41.4,7.41,Fertilizer plan for Barley; adjust based on soil test and crop stage.
Barley,Micro Irrigation,63.8,40.3,58.0,6.15,Fertilizer plan for Barley; adjust based on soil test and crop stage.
Barley,Rotary Irrigation,54.1,22.3,42.9,7.42,Fertilizer plan for Barley; adjust based on soil test and crop stage.
Barley,Rotary Irrigation,39.5,26.0,54.3,6.36,Fertilizer plan for Barley; adjust based on soil test and crop stage.
Barley,Drip Irrigation,46.1,28.3,34.5,7.13,Fertilizer plan for Barley; adjust based on soil test and crop stage.
Barley,Lateral Move Irrigation,59.2,27.2,24.6,6.33,Fertilizer plan for Barley; adjust based on soil test and crop stage.
Barley,Surface Irrigation,40.3,29.1,41.4,6.97,Fertilizer plan for Barley; adjust based on soil test and crop stage.
Barley,Furrow Irrigation,65.8,41.3,25.0,6.53,Fertilizer plan for Barley; adjust based on soil test and crop stage.
Barley,Surface Irrigation,39.4,36.8,20.8,6.78,Fertilizer plan for Barley; adjust based on soil test and crop stage.
Barley,Furrow Irrigation,60.0,34.3,48.4,6.43,Fertilizer plan for Barley; adjust based on soil test and crop stage.
Barley,Flood Irrigation,44.1,33.8,58.9,7.2,Fertilizer plan for Barley; adjust based on soil test and crop stage.
Barley,Lateral Move Irrigation,38.0,23.1,36.3,7.37,Fertilizer plan for Barley; adjust based on soil test and crop stage.
Barley,Furrow Irrigation,56.3,33.8,51.2,7.1,Fertilizer plan for Barley; adjust based on soil test and crop stage.
Barley,Drip Irrigation,53.2,40.3,46.8,6.97,Fertilizer plan for Barley; adjust based on soil test and crop stage.
Barley,Center-pivot Irrigation,56.8,40.3,53.4,6.7,Fertilizer plan for Barley; adjust based on soil test and crop stage.
Barley,Drip Irrigation,30.4,29.4,40.2,6.27,Fertilizer plan for Barley; adjust based on soil test and crop stage.
Barley,Center-pivot Irrigation,51.8,24.1,41.4,7.16,Fertilizer plan for Barley; adjust based on soil test and crop stage.
Barley,Surface Irrigation,39.8,34.7,41.2,7.01,Fertilizer plan for Barley; adjust based on soil test and crop stage.
Barley,Drip Irrigation,49.0,44.8,39.7,7.46,Fertilizer plan for Barley; adjust based on soil test and crop stage.
Barley,Surface Irrigation,41.4,25.8,42.0,6.39,Fertilizer plan for Barley; adjust based on soil test and crop stage.
Barley,Furrow Irrigation,33.7,34.7,31.2,7.2,Fertilizer plan for Barley; adjust based on soil test and crop stage.
Barley,Sprinkler Irrigation,63.0,25.6,24.4,6.02,Fertilizer plan for Barley; adjust based on soil test and crop stage.
Barley,Drip Irrigation,62.8,44.9,35.9,6.69,Fertilizer plan for Barley; adjust based on soil test and crop stage.
Barley,Subsurface Textile Irrigation,64.2,43.2,33.4,6.38,Fertilizer plan for Barley; adjust based on soil test and crop stage.
Barley,Drip Irrigation,47.7,41.8,24.2,7.43,Fertilizer plan for Barley; adjust based on soil test and crop stage.
Barley,Sprinkler Irrigation,56.5,39.5,24.5,7.34,Fertilizer plan for Barley; adjust based on soil test and crop stage.
Barley,Subsurface Textile Irrigation,38.0,29.1,44.1,7.05,Fertilizer plan for Barley; adjust based on soil test and crop stage.
Barley,Flood Irrigation,34.8,43.3,40.2,7.19,Fertilizer plan for Barley; adjust based on soil test and crop stage.
Barley,Subsurface Textile Irrigation,52.6,23.5,54.7,7.43,Fertilizer plan for Barley; adjust based on soil test and crop stage.
Barley,Lateral Move Irrigation,30.3,28.7,32.1,6.27,Fertilizer plan for Barley; adjust based on soil test and crop stage.
